posting_text,label,has_whatsapp_apply,has_registration_fee,has_company_email,has_duration_mentioned,has_no_interview,has_earn_daily,text_length
"Frontend Development Internship at Google India in Pune. Mode: Hybrid. Duration 6 months. Stipend ₹12000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,1,0,245
Online internship for students. Pay security deposit and start earning immediately. WhatsApp to join.,0,1,0,0,0,0,1,101
"Business Analytics Internship at TCS in Bengaluru. Mode: Remote. Duration 3 months. Stipend ₹15000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,0,0,239
"Frontend Development Internship at Microsoft India in Chennai. Mode: Hybrid. Duration 6 months. Stipend ₹20000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,1,0,251
Part-time internship. No skills needed. Earn money daily. Fast-track joining after registration charge.,0,1,1,0,0,1,0,103
"Software Development Internship at Google India in Mumbai. Mode: On-site. Duration 3 months. Stipend ₹8000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,0,0,247
Online internship for students. Pay security deposit and start earning immediately. WhatsApp to join.,0,1,1,0,1,1,1,101
"Full Stack Development Internship at Amazon India in Bengaluru. Mode: On-site. Duration 2 months. Stipend ₹12000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,0,0,253
"Business Analytics Internship at TCS in Mumbai. Mode: Remote. Duration 6 months. Stipend ₹5000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,1,0,235
"Mobile App Development Internship at Nykaa in Hyderabad. Mode: On-site. Duration 4 months. Stipend ₹20000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,0,0,246
Part-time internship. No skills needed. Earn money daily. Fast-track joining after registration charge.,0,1,1,0,0,0,1,103
"Cloud Computing Internship at L&T in Gurugram. Mode: Hybrid. Duration 2 months. Stipend ₹8000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,1,0,234
"Digital Marketing Internship at Microsoft India in Delhi. Mode: On-site. Duration 6 months. Stipend ₹25000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,1,0,247
Part-time internship. No skills needed. Earn money daily. Fast-track joining after registration charge.,0,1,0,0,0,0,0,103
Urgent hiring for interns. Guaranteed income of ₹1500/day. Limited seats. Instant selection after payment.,0,1,1,0,0,0,1,106
"Full Stack Development Internship at Razorpay in Hyderabad. Mode: Remote. Duration 4 months. Stipend ₹10000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,0,0,248
"Business Analytics Internship at Razorpay in Gurugram. Mode: Hybrid. Duration 3 months. Stipend ₹12000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,0,0,243
Online internship for students. Pay security deposit and start earning immediately. WhatsApp to join.,0,1,1,0,1,1,0,101
"Digital Marketing Internship at Microsoft India in Chennai. Mode: Hybrid. Duration 3 months. Stipend ₹15000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,0,0,248
"Embedded Systems Internship at Naukri in Bengaluru. Mode: On-site. Duration 6 months. Stipend ₹20000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,0,0,241
Part-time internship. No skills needed. Earn money daily. Fast-track joining after registration charge.,0,1,0,0,0,1,0,103
"Mobile App Development Internship at Nykaa in Delhi. Mode: Hybrid. Duration 6 months. Stipend ₹8000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,0,0,240
"QA Testing Internship at Wipro in Mumbai. Mode: On-site. Duration 6 months. Stipend ₹20000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,0,0,231
Online internship for students. Pay security deposit and start earning immediately. WhatsApp to join.,0,1,0,0,1,1,0,101
Work from home internship. Earn ₹1500 daily. No interview. Apply on WhatsApp. Registration fee required.,0,0,0,0,0,1,1,104
"DevOps Internship at L&T in Bengaluru. Mode: Remote. Duration 4 months. Stipend ₹5000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,0,0,226
"Mobile App Development Internship at Paytm in Chennai. Mode: Hybrid. Duration 4 months. Stipend ₹12000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,1,0,243
"Full Stack Development Internship at Myntra in Mumbai. Mode: Remote. Duration 3 months. Stipend ₹15000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,0,0,243
"Software Development Internship at TCS in Mumbai. Mode: Remote. Duration 6 months. Stipend ₹8000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,1,0,237
"DevOps Internship at Razorpay in Bengaluru. Mode: On-site. Duration 4 months. Stipend ₹20000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,0,0,233
"Cybersecurity Internship at TCS in Gurugram. Mode: Hybrid. Duration 3 months. Stipend ₹12000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,0,0,233
"Software Development Internship at Freshworks in Noida. Mode: On-site. Duration 6 months. Stipend ₹25000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,1,0,245
"UI/UX Design Internship at Freshworks in Pune. Mode: On-site. Duration 4 months. Stipend ₹25000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,0,0,236
Urgent hiring for interns. Guaranteed income of ₹3000/day. Limited seats. Instant selection after payment.,0,1,0,0,0,0,0,106
Urgent hiring for interns. Guaranteed income of ₹5000/day. Limited seats. Instant selection after payment.,0,1,1,0,1,1,1,106
"Embedded Systems Internship at CRED in Noida. Mode: On-site. Duration 4 months. Stipend ₹30000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,1,0,235
"Backend Development Internship at Naukri in Mumbai. Mode: Remote. Duration 2 months. Stipend ₹8000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,0,0,239
"Full Stack Development Internship at Paytm in Delhi. Mode: On-site. Duration 4 months. Stipend ₹15000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,0,0,242
"Frontend Development Internship at Myntra in Gurugram. Mode: Hybrid. Duration 6 months. Stipend ₹10000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,0,0,243
"QA Testing Internship at L&T in Hyderabad. Mode: On-site. Duration 3 months. Stipend ₹25000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,0,0,232
"UI/UX Design Internship at Myntra in Noida. Mode: Remote. Duration 3 months. Stipend ₹30000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,1,0,232
Urgent hiring for interns. Guaranteed income of ₹3000/day. Limited seats. Instant selection after payment.,0,1,1,0,1,1,0,106
"Cybersecurity Internship at Razorpay in Mumbai. Mode: On-site. Duration 3 months. Stipend ₹20000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,0,0,237
"UI/UX Design Internship at TCS in Delhi. Mode: Remote. Duration 3 months. Stipend ₹25000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,0,0,229
"Data Science Internship at L&T in Hyderabad. Mode: Remote. Duration 4 months. Stipend ₹30000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,0,0,233
"Data Science Internship at L&T in Hyderabad. Mode: On-site. Duration 6 months. Stipend ₹12000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,0,0,234
Part-time internship. No skills needed. Earn money daily. Fast-track joining after registration charge.,0,0,1,0,0,1,1,103
Urgent hiring for interns. Guaranteed income of ₹1000/day. Limited seats. Instant selection after payment.,0,1,1,0,1,0,1,106
"Full Stack Development Internship at Razorpay in Delhi. Mode: Hybrid. Duration 4 months. Stipend ₹8000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,0,0,243
Urgent hiring for interns. Guaranteed income of ₹1500/day. Limited seats. Instant selection after payment.,0,1,1,0,0,1,0,106
Online internship for students. Pay security deposit and start earning immediately. WhatsApp to join.,0,1,1,0,1,1,1,101
"Mobile App Development Internship at Google India in Mumbai. Mode: On-site. Duration 6 months. Stipend ₹25000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,1,0,250
Urgent hiring for interns. Guaranteed income of ₹1500/day. Limited seats. Instant selection after payment.,0,1,1,0,1,1,1,106
"UI/UX Design Internship at Nykaa in Delhi. Mode: Remote. Duration 4 months. Stipend ₹30000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,1,0,231
"DevOps Internship at L&T in Mumbai. Mode: On-site. Duration 2 months. Stipend ₹15000/month. Selected interns will work on live projects, receive mentorship, certificate, and PPO opportunity. Apply via official careers portal.",1,0,0,1,1,0,0,225
